Nr. movimento;budget/cons;Tipo movimento;Nr articolo;Tipo origine;Nr. origine;Quantità;Importo vendita in valuta locale (TOTALE VENDITA)
42428;Consuntivo;Vendita;ART0005028;Cliente;C00026;1;350
42429;Consuntivo;Vendita;ART0003824;Cliente;C00026;11;121
42430;Consuntivo;Vendita;ART0000129;Cliente;C00026;3;435
42431;Consuntivo;Vendita;ART0000312;Cliente;C00026;20;320
42467;Consuntivo;Vendita;ART0003609;Cliente;C00094;8;736
42468;Consuntivo;Vendita;ART0003642;Cliente;C00094;8;184
42580;Consuntivo;Vendita;ART0005136;Cliente;C00127;3;0
42581;Consuntivo;Vendita;ART0005136;Cliente;C00127;3;0
42582;Consuntivo;Vendita;ART0005136;Cliente;C00117;3;37.52
42663;Consuntivo;Vendita;ART0005136;Cliente;C00455;1;45
42714;Consuntivo;Vendita;ART0005029;Cliente;C00026;1;590
42774;Consuntivo;Vendita;ART0000644;Cliente;C00004;10;450
42775;Consuntivo;Vendita;ART0005136;Cliente;C00004;10;160
42777;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;80
42778;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;80
42785;Consuntivo;Vendita;ART0001731;Cliente;C00140;4;380
42787;Consuntivo;Vendita;ART0002424;Cliente;C00140;6;84
42788;Consuntivo;Vendita;ART0001185;Cliente;C00140;1;45
42789;Consuntivo;Vendita;ART0002109;Cliente;C00140;1;4
42791;Consuntivo;Vendita;ART0002866;Cliente;C00140;1;77
42792;Consuntivo;Vendita;ART0001185;Cliente;C00140;1;45
42793;Consuntivo;Vendita;ART0002109;Cliente;C00140;1;4
42795;Consuntivo;Vendita;ART0002866;Cliente;C00140;1;77
42923;Consuntivo;Vendita;ART0001185;Cliente;C00140;1;45
42924;Consuntivo;Vendita;ART0002109;Cliente;C00140;1;4
43103;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;85
43147;Consuntivo;Vendita;ART0005136;Cliente;C00004;5;200
43182;Consuntivo;Vendita;ART0000847;Cliente;C00140;4;1080
43183;Consuntivo;Vendita;ART0000853;Cliente;C00140;3;1074
43184;Consuntivo;Vendita;ART0000778;Cliente;C00140;1;317.4
43186;Consuntivo;Vendita;ART0001294;Cliente;C00140;1;12
43190;Consuntivo;Vendita;ART0003202;Cliente;C00140;2;90
43191;Consuntivo;Vendita;ART0002513;Cliente;C00140;4;144
43192;Consuntivo;Vendita;ART0002107;Cliente;C00140;3;0
43193;Consuntivo;Vendita;ART0002107;Cliente;C00140;3;0
43194;Consuntivo;Vendita;ART0002107;Cliente;C00140;3;30
43196;Consuntivo;Vendita;ART0003189;Cliente;C00140;4;80
43200;Consuntivo;Vendita;ART0001615;Cliente;C00140;8;120
43201;Consuntivo;Vendita;ART0002133;Cliente;C00140;2;360
43205;Consuntivo;Vendita;ART0002366;Cliente;C00140;4;294.4
43206;Consuntivo;Vendita;ART0002793;Cliente;C00140;20;760
43207;Consuntivo;Vendita;ART0003189;Cliente;C00140;5;100
43209;Consuntivo;Vendita;ART0001500;Cliente;C00140;1;48
43210;Consuntivo;Vendita;ART0002273;Cliente;C00140;1;130
43213;Consuntivo;Vendita;ART0002018;Cliente;C00140;1;180
43214;Consuntivo;Vendita;ART0002284;Cliente;C00140;1;275
43215;Consuntivo;Vendita;ART0002836;Cliente;C00140;19;1178
43217;Consuntivo;Vendita;ART0000782;Cliente;C00140;1;295
43219;Consuntivo;Vendita;ART0002360;Cliente;C00140;2;490
43220;Consuntivo;Vendita;ART0002360;Cliente;C00140;2;490
43222;Consuntivo;Vendita;ART0001265;Cliente;C00140;1;1350
43223;Consuntivo;Vendita;ART0001266;Cliente;C00140;1;650
43224;Consuntivo;Vendita;ART0001515;Cliente;C00140;1;287
43225;Consuntivo;Vendita;ART0001669;Cliente;C00140;4;128
43226;Consuntivo;Vendita;ART0001670;Cliente;C00140;4;108
43227;Consuntivo;Vendita;ART0002017;Cliente;C00140;1;396
43228;Consuntivo;Vendita;ART0002019;Cliente;C00140;1;120
43232;Consuntivo;Vendita;ART0002718;Cliente;C00140;1;490
43233;Consuntivo;Vendita;ART0002719;Cliente;C00140;1;490
43235;Consuntivo;Vendita;ART0003275;Cliente;C00140;8;72
43236;Consuntivo;Vendita;ART0001162;Cliente;C00140;1;390
43239;Consuntivo;Vendita;ART0001993;Cliente;C00140;1;82.8
43240;Consuntivo;Vendita;ART0001994;Cliente;C00140;9;342
43241;Consuntivo;Vendita;ART0002488;Cliente;C00140;1;155
43245;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;400
43247;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;50
43261;Consuntivo;Vendita;ART0002996;Cliente;C00140;1;265
43262;Consuntivo;Vendita;ART0002041;Cliente;C00140;2;100
43263;Consuntivo;Vendita;ART0002859;Cliente;C00140;2;366
43264;Consuntivo;Vendita;ART0002860;Cliente;C00140;2;366
43346;Consuntivo;Vendita;ART0000697;Cliente;C00004;3;210
43347;Consuntivo;Vendita;ART0000628;Cliente;C00004;10;1500
43348;Consuntivo;Vendita;ART0000630;Cliente;C00004;21;630
43366;Consuntivo;Vendita;ART0000758;Cliente;C00140;3;880.8
43367;Consuntivo;Vendita;ART0002042;Cliente;C00140;2;194
43512;Consuntivo;Vendita;ART0004675;Cliente;C00473;4;52
43515;Consuntivo;Vendita;ART0004689;Cliente;C00473;12;120
43516;Consuntivo;Vendita;ART0004656;Cliente;C00473;5;55
43519;Consuntivo;Vendita;ART0004697;Cliente;C00473;2;230
43559;Consuntivo;Vendita;ART0000116;Cliente;C00026;3;702
43560;Consuntivo;Vendita;ART0000131;Cliente;C00026;2;66
43563;Consuntivo;Vendita;ART0000323;Cliente;C00026;5;300
43589;Consuntivo;Vendita;ART0005136;Cliente;C00117;50;125
43592;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;140
43601;Consuntivo;Vendita;ART0000795;Cliente;C00140;8;1880
43603;Consuntivo;Vendita;ART0000752;Cliente;C00140;3;1368
43609;Consuntivo;Vendita;ART0002617;Cliente;C00140;1;98
43610;Consuntivo;Vendita;ART0000853;Cliente;C00140;6;2148
43617;Consuntivo;Vendita;ART0002370;Cliente;C00140;1;69.92
43657;Consuntivo;Vendita;ART0001047;Cliente;C00471;2;134
43658;Consuntivo;Vendita;ART0001047;Cliente;C00471;1;67
43659;Consuntivo;Vendita;ART0001047;Cliente;C00471;2;134
43660;Consuntivo;Vendita;ART0001047;Cliente;C00471;1;67
43661;Consuntivo;Vendita;ART0001047;Cliente;C00471;1;67
43696;Consuntivo;Vendita;ART0000748;Cliente;C00140;30;2610
43698;Consuntivo;Vendita;ART0002866;Cliente;C00140;5;385
43699;Consuntivo;Vendita;ART0002996;Cliente;C00140;1;265
43700;Consuntivo;Vendita;ART0001575;Cliente;C00140;20;80
43702;Consuntivo;Vendita;ART0002148;Cliente;C00140;3;118.68
43703;Consuntivo;Vendita;ART0002739;Cliente;C00140;5;175
43704;Consuntivo;Vendita;ART0000804;Cliente;C00140;2;960
43705;Consuntivo;Vendita;ART0001520;Cliente;C00140;10;250
43708;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;250
43719;Consuntivo;Vendita;ART0000779;Cliente;C00140;2;984
43721;Consuntivo;Vendita;ART0000811;Cliente;C00140;2;1580
43722;Consuntivo;Vendita;ART0000811;Cliente;C00140;4;3160
43834;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;200
43839;Consuntivo;Vendita;ART0000690;Cliente;C00004;7;525
43840;Consuntivo;Vendita;ART0000644;Cliente;C00004;10;450
43856;Consuntivo;Vendita;ART0001185;Cliente;C00140;4;180
43872;Consuntivo;Vendita;ART0003269;Cliente;C00140;8;331.2
43904;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;450
43928;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;64
43929;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;64
43957;Consuntivo;Vendita;ART0002109;Cliente;C00140;4;16
43958;Consuntivo;Vendita;ART0002836;Cliente;C00140;3;186
44102;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;650
44126;Consuntivo;Vendita;ART0000851;Cliente;C00140;15;2691
44138;Consuntivo;Vendita;ART0001046;Cliente;C00471;2;130
44139;Consuntivo;Vendita;ART0001046;Cliente;C00471;1;65
44140;Consuntivo;Vendita;ART0001046;Cliente;C00471;2;130
44141;Consuntivo;Vendita;ART0001046;Cliente;C00471;1;65
44142;Consuntivo;Vendita;ART0001046;Cliente;C00471;1;65
44310;Consuntivo;Vendita;ART0003189;Cliente;C00140;4;80
44313;Consuntivo;Vendita;ART0001433;Cliente;C00140;4;20
44315;Consuntivo;Vendita;ART0002123;Cliente;C00140;1;10
44320;Consuntivo;Vendita;ART0001149;Cliente;C00140;5;96.6
44321;Consuntivo;Vendita;ART0002476;Cliente;C00140;5;64.4
44322;Consuntivo;Vendita;ART0002102;Cliente;C00140;4;116
44327;Consuntivo;Vendita;ART0000748;Cliente;C00140;20;2000
44328;Consuntivo;Vendita;ART0000748;Cliente;C00140;20;2000
44359;Consuntivo;Vendita;ART0002552;Cliente;C00140;2;64.4
44362;Consuntivo;Vendita;ART0001590;Cliente;C00140;3;14.1
44363;Consuntivo;Vendita;ART0001590;Cliente;C00140;9;42.3
44364;Consuntivo;Vendita;ART0002530;Cliente;C00140;3;132
44365;Consuntivo;Vendita;ART0002530;Cliente;C00140;1;44
44366;Consuntivo;Vendita;ART0001264;Cliente;C00140;1;12
44374;Consuntivo;Vendita;ART0002740;Cliente;C00140;20;500
44383;Consuntivo;Vendita;ART0001590;Cliente;C00140;6;28.2
44384;Consuntivo;Vendita;ART0002530;Cliente;C00140;2;88
44401;Consuntivo;Vendita;ART0004410;Cliente;C00004;1;61
44402;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;20
44403;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;20
44404;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;20
44405;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;20
44406;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;20
44407;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;20
44411;Consuntivo;Vendita;ART0000847;Cliente;C00140;2;540
44412;Consuntivo;Vendita;ART0000756;Cliente;C00140;5;1450
44413;Consuntivo;Vendita;ART0000782;Cliente;C00140;1;295
44414;Consuntivo;Vendita;ART0000782;Cliente;C00140;1;295
44415;Consuntivo;Vendita;ART0000782;Cliente;C00140;1;295
44416;Consuntivo;Vendita;ART0000782;Cliente;C00140;1;295
44558;Consuntivo;Vendita;ART0004386;Cliente;C00004;18;126
44560;Consuntivo;Vendita;ART0000697;Cliente;C00004;1;70
44619;Consuntivo;Vendita;ART0003277;Cliente;C00140;7;294
44620;Consuntivo;Vendita;ART0000749;Cliente;C00140;1;590
44621;Consuntivo;Vendita;ART0002079;Cliente;C00140;12;110.4
44622;Consuntivo;Vendita;ART0000790;Cliente;C00140;1;630
44623;Consuntivo;Vendita;ART0000853;Cliente;C00140;3;1074
44624;Consuntivo;Vendita;ART0003277;Cliente;C00140;2;84
44677;Consuntivo;Vendita;ART0005136;Cliente;C00297;1;300
44678;Consuntivo;Vendita;ART0005136;Cliente;C00297;1;300
44679;Consuntivo;Vendita;ART0004104;Cliente;C00297;1;880
44680;Consuntivo;Vendita;ART0004104;Cliente;C00297;2;1760
44693;Consuntivo;Vendita;ART0003824;Cliente;C00026;10;110
44699;Consuntivo;Vendita;ART0005011;Cliente;C00026;2;380
44700;Consuntivo;Vendita;ART0003824;Cliente;C00026;10;110
44710;Consuntivo;Vendita;ART0000784;Cliente;C00140;5;1700
44711;Consuntivo;Vendita;ART0000752;Cliente;C00140;6;2736
44712;Consuntivo;Vendita;ART0000752;Cliente;C00140;1;456
44713;Consuntivo;Vendita;ART0000752;Cliente;C00140;1;456
44816;Consuntivo;Vendita;ART0005136;Cliente;C00297;1;630
44836;Consuntivo;Vendita;ART0001272;Cliente;C00140;2;250
44838;Consuntivo;Vendita;ART0001272;Cliente;C00140;7;875
44931;Consuntivo;Vendita;ART0000847;Cliente;C00140;1;270
44932;Consuntivo;Vendita;ART0000769;Cliente;C00140;1;395
44936;Consuntivo;Vendita;ART0000690;Cliente;C00004;2;150
44937;Consuntivo;Vendita;ART0002132;Cliente;C00140;1;68
44938;Consuntivo;Vendita;ART0002144;Cliente;C00140;1;68
44939;Consuntivo;Vendita;ART0002238;Cliente;C00140;2;70
44987;Consuntivo;Vendita;ART0000877;Cliente;C00001;3;714
44988;Consuntivo;Vendita;ART0000878;Cliente;C00001;3;684
44989;Consuntivo;Vendita;ART0000879;Cliente;C00001;3;234
44990;Consuntivo;Vendita;ART0000880;Cliente;C00001;12;48
44991;Consuntivo;Vendita;ART0000881;Cliente;C00001;3;294
44992;Consuntivo;Vendita;ART0000882;Cliente;C00001;12;204
44993;Consuntivo;Vendita;ART0000883;Cliente;C00001;3;141
44995;Consuntivo;Vendita;ART0000885;Cliente;C00001;3;192
44997;Consuntivo;Vendita;ART0000887;Cliente;C00001;2;36
44998;Consuntivo;Vendita;ART0000888;Cliente;C00001;2;64
44999;Consuntivo;Vendita;ART0000889;Cliente;C00001;4;368
45000;Consuntivo;Vendita;ART0000890;Cliente;C00001;4;64
45001;Consuntivo;Vendita;ART0000891;Cliente;C00001;8;536
45003;Consuntivo;Vendita;ART0000893;Cliente;C00001;4;500
45033;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;105
45034;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;115
45035;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;95
45036;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;85
45051;Consuntivo;Vendita;ART0000226;Cliente;C00026;6;1440
45054;Consuntivo;Vendita;ART0002502;Cliente;C00140;7;196
45055;Consuntivo;Vendita;ART0000795;Cliente;C00140;8;1880
45056;Consuntivo;Vendita;ART0000805;Cliente;C00140;1;490
45057;Consuntivo;Vendita;ART0002451;Cliente;C00140;1;271.4
45140;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;128
45141;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;128
45142;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;32
45168;Consuntivo;Vendita;ART0001214;Cliente;C00140;1;280
45192;Consuntivo;Vendita;ART0005136;Cliente;C00297;1;350
45239;Consuntivo;Vendita;ART0005136;Cliente;C00015;40;22
45240;Consuntivo;Vendita;ART0005136;Cliente;C00015;102;56.1
45271;Consuntivo;Vendita;ART0000811;Cliente;C00140;4;3160
45272;Consuntivo;Vendita;ART0000811;Cliente;C00140;1;790
45337;Consuntivo;Vendita;ART0004711;Cliente;C00473;6;288
45338;Consuntivo;Vendita;ART0005136;Cliente;C00094;2;172
45351;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;60
45495;Consuntivo;Vendita;ART0002411;Cliente;C00140;4;260
45503;Consuntivo;Vendita;ART0000853;Cliente;C00140;5;1790
45504;Consuntivo;Vendita;ART0000853;Cliente;C00140;3;1074
45505;Consuntivo;Vendita;ART0000853;Cliente;C00140;5;1790
45506;Consuntivo;Vendita;ART0000853;Cliente;C00140;2;716
45507;Consuntivo;Vendita;ART0000853;Cliente;C00140;3;1074
45592;Consuntivo;Vendita;ART0005136;Cliente;C00353;10;260
45597;Consuntivo;Vendita;ART0005136;Cliente;C00003;1;295
45601;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;370
45607;Consuntivo;Vendita;ART0000129;Cliente;C00026;3;435
45681;Consuntivo;Vendita;ART0005136;Cliente;C00297;1;350
45682;Consuntivo;Vendita;ART0005136;Cliente;C00297;1;600
45725;Consuntivo;Vendita;ART0005136;Cliente;C00004;10;190
45726;Consuntivo;Vendita;ART0005136;Cliente;C00004;2;38
45727;Consuntivo;Vendita;ART0005136;Cliente;C00004;9;171
45728;Consuntivo;Vendita;ART0005136;Cliente;C00004;3;57
45729;Consuntivo;Vendita;ART0005136;Cliente;C00004;2;38
45730;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;19
45731;Consuntivo;Vendita;ART0005136;Cliente;C00004;2;38
45732;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;19
45733;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;19
45734;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;19
45735;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;19
45736;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;19
45737;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;19
45738;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;76
45742;Consuntivo;Vendita;ART0000811;Cliente;C00140;1;790
45744;Consuntivo;Vendita;ART0002385;Cliente;C00140;6;234
45745;Consuntivo;Vendita;ART0002366;Cliente;C00140;4;294.4
45750;Consuntivo;Vendita;ART0001261;Cliente;C00140;5;60
45751;Consuntivo;Vendita;ART0001263;Cliente;C00140;5;65
45769;Consuntivo;Vendita;ART0001593;Cliente;C00140;4;40
45775;Consuntivo;Vendita;ART0003160;Cliente;C00140;1;95
45785;Consuntivo;Vendita;ART0002552;Cliente;C00140;1;32.2
45789;Consuntivo;Vendita;ART0005034;Cliente;C00471;1;35
45790;Consuntivo;Vendita;ART0005035;Cliente;C00471;1;58
45791;Consuntivo;Vendita;ART0005036;Cliente;C00471;6;228
45792;Consuntivo;Vendita;ART0005037;Cliente;C00471;6;192
45799;Consuntivo;Vendita;ART0002740;Cliente;C00140;20;500
45802;Consuntivo;Vendita;ART0000847;Cliente;C00140;4;1080
45803;Consuntivo;Vendita;ART0000847;Cliente;C00140;2;540
45970;Consuntivo;Vendita;ART0005136;Cliente;C00015;2;100
45971;Consuntivo;Vendita;ART0005136;Cliente;C00015;2;100
46109;Consuntivo;Vendita;ART0000783;Cliente;C00140;2;581.44
46110;Consuntivo;Vendita;ART0000756;Cliente;C00140;5;1450
46111;Consuntivo;Vendita;ART0000782;Cliente;C00140;2;590
46112;Consuntivo;Vendita;ART0000782;Cliente;C00140;1;295
46113;Consuntivo;Vendita;ART0000748;Cliente;C00140;20;2000
46117;Consuntivo;Vendita;ART0001659;Cliente;C00140;8;128
46123;Consuntivo;Vendita;ART0002173;Cliente;C00140;1;65
46127;Consuntivo;Vendita;ART0003189;Cliente;C00140;4;80
46128;Consuntivo;Vendita;ART0002502;Cliente;C00140;7;196
46129;Consuntivo;Vendita;ART0002360;Cliente;C00140;2;490
46134;Consuntivo;Vendita;ART0001612;Cliente;C00140;8;80.96
46158;Consuntivo;Vendita;ART0003099;Cliente;C00140;4;128.8
46165;Consuntivo;Vendita;ART0003099;Cliente;C00140;2;64.4
46169;Consuntivo;Vendita;ART0001185;Cliente;C00140;5;225
46170;Consuntivo;Vendita;ART0002109;Cliente;C00140;5;20
46197;Consuntivo;Vendita;ART0002173;Cliente;C00140;2;130
46198;Consuntivo;Vendita;ART0002173;Cliente;C00140;1;65
46212;Consuntivo;Vendita;ART0004169;Cliente;C00297;1;269
46222;Consuntivo;Vendita;ART0000848;Cliente;C00140;15;2700
46235;Consuntivo;Vendita;ART0001095;Cliente;C00471;1;0
46237;Consuntivo;Vendita;ART0001095;Cliente;C00471;1;0
46239;Consuntivo;Vendita;ART0001095;Cliente;C00471;1;70
46279;Consuntivo;Vendita;ART0001610;Cliente;C00140;8;103.04
46280;Consuntivo;Vendita;ART0002132;Cliente;C00140;2;136
46281;Consuntivo;Vendita;ART0002144;Cliente;C00140;2;136
46282;Consuntivo;Vendita;ART0002238;Cliente;C00140;2;70
46284;Consuntivo;Vendita;ART0001190;Cliente;C00140;4;72
46285;Consuntivo;Vendita;ART0001190;Cliente;C00140;2;36
46286;Consuntivo;Vendita;ART0001492;Cliente;C00140;2;12
46287;Consuntivo;Vendita;ART0001492;Cliente;C00140;1;6
46289;Consuntivo;Vendita;ART0005136;Cliente;C00492;3;270
46453;Consuntivo;Vendita;ART0000642;Cliente;C00004;5;220
46520;Consuntivo;Vendita;ART0001993;Cliente;C00140;1;82.8
46521;Consuntivo;Vendita;ART0002452;Cliente;C00140;2;540
46524;Consuntivo;Vendita;ART0001214;Cliente;C00140;2;380
46525;Consuntivo;Vendita;ART0002968;Cliente;C00140;2;260
46526;Consuntivo;Vendita;ART0002969;Cliente;C00140;2;280
46529;Consuntivo;Vendita;ART0001208;Cliente;C00140;2;520
46548;Consuntivo;Vendita;ART0004836;Cliente;C00471;1;36
46549;Consuntivo;Vendita;ART0004836;Cliente;C00471;8;288
46550;Consuntivo;Vendita;ART0001110;Cliente;C00471;1;95
46551;Consuntivo;Vendita;ART0001110;Cliente;C00471;2;190
46552;Consuntivo;Vendita;ART0001110;Cliente;C00471;1;95
46553;Consuntivo;Vendita;ART0001110;Cliente;C00471;1;95
46554;Consuntivo;Vendita;ART0001113;Cliente;C00471;1;40
46555;Consuntivo;Vendita;ART0001113;Cliente;C00471;2;80
46556;Consuntivo;Vendita;ART0001113;Cliente;C00471;1;40
46557;Consuntivo;Vendita;ART0001113;Cliente;C00471;1;40
46558;Consuntivo;Vendita;ART0001117;Cliente;C00471;1;450
46559;Consuntivo;Vendita;ART0001117;Cliente;C00471;2;900
46560;Consuntivo;Vendita;ART0001117;Cliente;C00471;1;450
46561;Consuntivo;Vendita;ART0001117;Cliente;C00471;1;450
46564;Consuntivo;Vendita;ART0005136;Cliente;C00117;1;250
46565;Consuntivo;Vendita;ART0005136;Cliente;C00117;1;85
46572;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;120
46574;Consuntivo;Vendita;ART0000853;Cliente;C00140;3;1074
46584;Consuntivo;Vendita;ART0003132;Cliente;C00140;2;38
46585;Consuntivo;Vendita;ART0003844;Cliente;C00140;1;32
46590;Consuntivo;Vendita;ART0001219;Cliente;C00140;2;206.08
46592;Consuntivo;Vendita;ART0000853;Cliente;C00140;10;3220
46595;Consuntivo;Vendita;ART0005136;Cliente;C00492;3;90
46714;Consuntivo;Vendita;ART0004659;Cliente;C00473;4;112
46716;Consuntivo;Vendita;ART0004660;Cliente;C00473;6;234
46788;Consuntivo;Vendita;ART0000795;Cliente;C00140;8;1880
46789;Consuntivo;Vendita;ART0000795;Cliente;C00140;8;1880
46793;Consuntivo;Vendita;ART0000456;Cliente;C00026;10;160
46795;Consuntivo;Vendita;ART0000320;Cliente;C00026;3;177
46799;Consuntivo;Vendita;ART0005136;Cliente;C00478;1;55
46807;Consuntivo;Vendita;ART0005136;Cliente;C00015;147;294
46873;Consuntivo;Vendita;ART0003269;Cliente;C00140;16;662.4
46877;Consuntivo;Vendita;ART0002240;Cliente;C00140;2;180
46878;Consuntivo;Vendita;ART0002555;Cliente;C00140;2;170
46879;Consuntivo;Vendita;ART0002556;Cliente;C00140;2;190
46987;Consuntivo;Vendita;ART0000779;Cliente;C00140;1;492
47002;Consuntivo;Vendita;ART0000843;Cliente;C00140;2;1360
47128;Consuntivo;Vendita;ART0002508;Cliente;C00140;1;200
47134;Consuntivo;Vendita;ART0000848;Cliente;C00140;15;2700
47136;Consuntivo;Vendita;ART0000851;Cliente;C00140;15;2691
47137;Consuntivo;Vendita;ART0000795;Cliente;C00140;8;1880
47138;Consuntivo;Vendita;ART0000748;Cliente;C00140;20;1740
47139;Consuntivo;Vendita;ART0000748;Cliente;C00140;40;3480
47140;Consuntivo;Vendita;ART0000748;Cliente;C00140;20;1740
47142;Consuntivo;Vendita;ART0002552;Cliente;C00140;2;64.4
47149;Consuntivo;Vendita;ART0001759;Cliente;C00140;1;70
47170;Consuntivo;Vendita;ART0004363;Cliente;C00004;2;64
47175;Consuntivo;Vendita;ART0005136;Cliente;C00004;12;84
47176;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;28
47200;Consuntivo;Vendita;ART0000116;Cliente;C00026;3;972
47201;Consuntivo;Vendita;ART0003824;Cliente;C00026;10;110
47240;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;55
47241;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;55
47320;Consuntivo;Vendita;ART0005136;Cliente;C00004;2;150
47345;Consuntivo;Vendita;ART0005136;Cliente;C00297;1;950
47349;Consuntivo;Vendita;ART0000804;Cliente;C00140;1;480
47350;Consuntivo;Vendita;ART0000758;Cliente;C00140;3;880.8
47351;Consuntivo;Vendita;ART0000786;Cliente;C00140;2;711.2
47352;Consuntivo;Vendita;ART0000847;Cliente;C00140;1;270
47353;Consuntivo;Vendita;ART0001575;Cliente;C00140;20;80
47354;Consuntivo;Vendita;ART0002360;Cliente;C00140;2;490
47364;Consuntivo;Vendita;ART0002107;Cliente;C00140;3;30
47366;Consuntivo;Vendita;ART0001653;Cliente;C00140;3;54
47367;Consuntivo;Vendita;ART0001653;Cliente;C00140;6;108
47373;Consuntivo;Vendita;ART0001575;Cliente;C00140;20;80
47378;Consuntivo;Vendita;ART0001575;Cliente;C00140;20;80
47379;Consuntivo;Vendita;ART0002148;Cliente;C00140;3;118.68
47386;Consuntivo;Vendita;ART0001149;Cliente;C00140;2;38.64
47387;Consuntivo;Vendita;ART0002476;Cliente;C00140;2;25.76
47393;Consuntivo;Vendita;ART0001743;Cliente;C00140;2;1711.2
47399;Consuntivo;Vendita;ART0002712;Cliente;C00140;15;1125
47400;Consuntivo;Vendita;ART0002712;Cliente;C00140;3;225
47419;Consuntivo;Vendita;ART0001202;Cliente;C00140;1;440
47420;Consuntivo;Vendita;ART0001203;Cliente;C00140;1;270
47423;Consuntivo;Vendita;ART0001433;Cliente;C00140;4;20
47432;Consuntivo;Vendita;ART0002508;Cliente;C00140;1;85
47435;Consuntivo;Vendita;ART0002451;Cliente;C00140;2;0
47436;Consuntivo;Vendita;ART0002451;Cliente;C00140;2;0
47441;Consuntivo;Vendita;ART0002451;Cliente;C00140;2;542.8
47504;Consuntivo;Vendita;ART0000627;Cliente;C00004;2;76
47505;Consuntivo;Vendita;ART0000628;Cliente;C00004;1;190
47506;Consuntivo;Vendita;ART0000630;Cliente;C00004;2;110
47507;Consuntivo;Vendita;ART0000638;Cliente;C00004;10;230
47542;Consuntivo;Vendita;ART0004675;Cliente;C00473;5;65
47560;Consuntivo;Vendita;ART0000116;Cliente;C00026;3;270
47606;Consuntivo;Vendita;ART0000853;Cliente;C00140;10;3220
47608;Consuntivo;Vendita;ART0000752;Cliente;C00140;3;1368
47609;Consuntivo;Vendita;ART0000752;Cliente;C00140;3;1368
47610;Consuntivo;Vendita;ART0000752;Cliente;C00140;6;2736
47611;Consuntivo;Vendita;ART0002464;Cliente;C00140;1;160
47612;Consuntivo;Vendita;ART0002416;Cliente;C00140;20;240
47617;Consuntivo;Vendita;ART0003132;Cliente;C00140;2;38
47618;Consuntivo;Vendita;ART0003844;Cliente;C00140;1;32
47621;Consuntivo;Vendita;ART0001252;Cliente;C00140;2;470
47626;Consuntivo;Vendita;ART0003132;Cliente;C00140;4;76
47737;Consuntivo;Vendita;ART0001154;Cliente;C00140;12;132
47738;Consuntivo;Vendita;ART0001741;Cliente;C00140;1;180
47739;Consuntivo;Vendita;ART0002793;Cliente;C00140;20;760
47744;Consuntivo;Vendita;ART0002628;Cliente;C00140;1;70
47745;Consuntivo;Vendita;ART0002755;Cliente;C00140;1;205
47762;Consuntivo;Vendita;ART0001253;Cliente;C00140;1;85
47763;Consuntivo;Vendita;ART0001741;Cliente;C00140;2;360
47784;Consuntivo;Vendita;ART0005136;Cliente;C00493;5;200
47810;Consuntivo;Vendita;ART0000625;Cliente;C00004;1;130
47812;Consuntivo;Vendita;ART0000639;Cliente;C00004;10;300
47837;Consuntivo;Vendita;ART0000639;Cliente;C00004;1;30
47935;Consuntivo;Vendita;ART0000830;Cliente;C00140;1;1280
47940;Consuntivo;Vendita;ART0002740;Cliente;C00140;20;500
47945;Consuntivo;Vendita;ART0001252;Cliente;C00140;1;235
