IDImp;nr articolo;budget/consuntivo;Nr. Ordine di produzione;Descrizione;Nr. Area di produzione;Risorsa;Tempo risorsa;Quantità di output
4166;ART0001794;CONSUNTIVO;ODP18-05997;Controllo qualità;CQ;RIS16;0;5
4167;ART0000782;CONSUNTIVO;ODP18-06114;Montaggio;A40;RIS13;0.25;1
4168;ART0000782;CONSUNTIVO;ODP18-06114;Controllo qualità;CQ;RIS16;0;1
4169;ART0000782;CONSUNTIVO;ODP18-05953;Montaggio;A40;RIS13;0.5;2
4170;ART0000782;CONSUNTIVO;ODP18-05953;Controllo qualità;CQ;RIS16;0;2
4171;ART0000756;CONSUNTIVO;ODP18-05953;Montaggio;A40;RIS13;1.5;5
4172;ART0000756;CONSUNTIVO;ODP18-05953;Controllo qualità;CQ;RIS16;0;5
4173;ART0002360;CONSUNTIVO;ODP18-05953;Controllo qualità;CQ;RIS16;0;2
4174;ART0002173;CONSUNTIVO;ODP18-06012;Controllo qualità;CQ;RIS16;0;6
4175;ART0000748;CONSUNTIVO;ODP18-06125;Montaggio;A40;RIS13;3;20
4176;ART0000748;CONSUNTIVO;ODP18-06125;Controllo qualità;CQ;RIS16;0;20
4177;ART0000642;CONSUNTIVO;ODP18-05908;Controllo qualità;CQ;RIS16;0;5
4178;ART0004169;CONSUNTIVO;ODP18-06111;Fresatura;A30;RIS5;2.33;10
4179;ART0002556;CONSUNTIVO;ODP18-06051;Tornitura;A20;RIS14;1.5;4
4180;ART0002556;CONSUNTIVO;ODP18-06051;Tornitura;A20;RIS14;1;0
4181;ART0005136;CONSUNTIVO;ODP18-06167;Tornitura;A20;RIS4;2.5;0
4182;ART0002238;CONSUNTIVO;ODP18-06118;Fresatura;A30;RIS5;1.33;2
4183;ART0002556;CONSUNTIVO;ODP18-06051;Fresatura;A30;RIS5;0.338;0
4184;ART0002556;CONSUNTIVO;ODP18-06051;Fresatura;A30;RIS5;1.169;4
4185;ART0001214;CONSUNTIVO;ODP18-06118;Tornitura;A20;RIS2;2.75;2
4186;ART0001110;CONSUNTIVO;ODP18-06105;Fresatura;A30;RIS5;3.75;5
4187;ART0001866;CONSUNTIVO;ODP18-06125;Tornitura;A20;RIS1;3;0
4188;ART0002968;CONSUNTIVO;ODP18-06051;Tornitura;A20;RIS2;4;2
4189;ART0001866;CONSUNTIVO;ODP18-06125;Tornitura;A20;RIS1;8;0
4190;ART0004169;CONSUNTIVO;ODP18-06111;Controllo qualità;CQ;RIS16;0;10
4191;ART0002968;CONSUNTIVO;ODP18-06051;Fresatura;A30;RIS5;1.5;2
4192;ART0001113;CONSUNTIVO;ODP18-06105;Controllo qualità;CQ;RIS16;0;5
4193;ART0000639;CONSUNTIVO;ODP18-06161;Fresatura;A30;RIS5;1.5;0
4194;ART0001866;CONSUNTIVO;ODP18-06125;Tornitura;A20;RIS1;9;0
4195;ART0001214;CONSUNTIVO;ODP18-06118;Tornitura;A20;RIS2;1.5;0
4196;ART0001950;CONSUNTIVO;ODP18-06173;Tornitura;A20;RIS2;0.5;1
4197;ART0001866;CONSUNTIVO;ODP18-06125;Tornitura;A20;RIS1;5;19
4198;ART0001866;CONSUNTIVO;ODP18-06125;Fresatura;A30;RIS1;0.0001;0
4199;ART0001950;CONSUNTIVO;ODP18-06173;Tornitura;A20;RIS2;2;0
4200;ART0001950;CONSUNTIVO;ODP18-06173;Tornitura;A20;RIS2;3;0
4201;ART0001868;CONSUNTIVO;ODP18-06160;Tornitura;A20;RIS1;8;0
4202;ART0001807;CONSUNTIVO;ODP18-06048;Tornitura;A20;RIS1;6;0
4203;ART0001807;CONSUNTIVO;ODP18-06048;Tornitura;A20;RIS1;8;0
4204;ART0000639;CONSUNTIVO;ODP18-06161;Fresatura;A30;RIS5;3;0
4205;ART0000639;CONSUNTIVO;ODP18-06161;Fresatura;A30;RIS5;3;0
4206;ART0000639;CONSUNTIVO;ODP18-06161;Fresatura;A30;RIS5;-0.5;11
4207;ART0001214;CONSUNTIVO;ODP18-06118;Fresatura;A30;RIS5;2;2
4208;ART0001807;CONSUNTIVO;ODP18-06048;Tornitura;A20;RIS1;6;65
4209;ART0001950;CONSUNTIVO;ODP18-06173;Fresatura;A30;RIS5;2.5;0
4210;ART0001868;CONSUNTIVO;ODP18-06160;Tornitura;A20;RIS1;9;0
4211;ART0001759;CONSUNTIVO;ODP18-06125;Tornitura;A20;RIS14;5;23
4212;ART0001868;CONSUNTIVO;ODP18-06160;Tornitura;A20;RIS1;1.5;76
4213;ART0001840;CONSUNTIVO;ODP18-06173;Tornitura;A20;RIS14;3;1
4214;ART0001886;CONSUNTIVO;ODP18-05953;Controllo qualità;CQ;RIS16;0;30
4215;ART0001950;CONSUNTIVO;ODP18-06173;Fresatura;A30;RIS5;2.75;0
4216;ART0001117;CONSUNTIVO;ODP18-06105;Tornitura;A20;RIS2;5.5;5
4217;ART0001950;CONSUNTIVO;ODP18-06173;Fresatura;A30;RIS5;0.5;1
4218;ART0001117;CONSUNTIVO;ODP18-06105;Tornitura;A20;RIS2;7.45;0
4219;ART0001117;CONSUNTIVO;ODP18-06105;Fresatura;A30;RIS5;2.25;0
4220;ART0001950;CONSUNTIVO;ODP18-06173;Fresatura;A30;RIS5;0.5;0
4221;ART0001659;CONSUNTIVO;ODP18-06179;Tornitura;A20;RIS13;1;8
4222;ART0001659;CONSUNTIVO;ODP18-06179;Controllo qualità;CQ;RIS16;0;8
4223;ART0001807;CONSUNTIVO;ODP18-06048;Fresatura;A30;RIS5;5.5;0
4224;ART0001807;CONSUNTIVO;ODP18-06048;Fresatura;A30;RIS5;1;0
4225;ART0001807;CONSUNTIVO;ODP18-06048;Fresatura;A30;RIS5;3.67;0
4226;ART0001807;CONSUNTIVO;ODP18-06048;Fresatura;A30;RIS5;3.5;61
4227;ART0001993;CONSUNTIVO;ODP18-06177;Tornitura;A20;RIS2;2.5;2
4228;ART0001840;CONSUNTIVO;ODP18-06173;Fresatura;A30;RIS5;3;1
4229;ART0001759;CONSUNTIVO;ODP18-06125;Fresatura;A30;RIS5;2.5;0
4230;ART0001799;CONSUNTIVO;ODP18-06050;Fresatura;A30;RIS9;6;0
4231;ART0000848;CONSUNTIVO;ODP18-05953;Montaggio;A40;RIS13;2.5;15
4232;ART0000848;CONSUNTIVO;ODP18-05953;Controllo qualità;CQ;RIS16;0;15
4233;ART0001759;CONSUNTIVO;ODP18-06125;Fresatura;A30;RIS5;-0.25;0
4234;ART0001759;CONSUNTIVO;ODP18-06125;Fresatura;A30;RIS5;3.25;22
4235;ART0001993;CONSUNTIVO;ODP18-06177;Fresatura;A30;RIS5;0.5;2
4236;ART0000847;CONSUNTIVO;ODP18-06586;Montaggio;A40;RIS13;0.5;1
4237;ART0000847;CONSUNTIVO;ODP18-06586;Controllo qualità;CQ;RIS16;0;1
4238;ART0000786;CONSUNTIVO;ODP18-06590;Montaggio;A40;RIS13;0.5;2
4239;ART0000786;CONSUNTIVO;ODP18-06590;Controllo qualità;CQ;RIS16;0;2
4240;ART0001095;CONSUNTIVO;ODP18-06010;Controllo qualità;CQ;RIS16;0;1
4241;ART0001799;CONSUNTIVO;ODP18-06050;Fresatura;A30;RIS9;5;0
4242;ART0002144;CONSUNTIVO;ODP18-06118;Controllo qualità;CQ;RIS16;0;2
4243;ART0002132;CONSUNTIVO;ODP18-06118;Controllo qualità;CQ;RIS16;0;2
4244;ART0002238;CONSUNTIVO;ODP18-06118;Controllo qualità;CQ;RIS16;0;2
4245;ART0001190;CONSUNTIVO;ODP18-06012;Controllo qualità;CQ;RIS16;0;6
4246;ART0005136;CONSUNTIVO;ODP18-06167;Tornitura;A20;RIS13;1.5;3
4247;ART0005136;CONSUNTIVO;ODP18-06167;Controllo qualità;CQ;RIS16;0;3
4248;ART0001610;CONSUNTIVO;ODP18-06156;Tornitura;A20;RIS13;1.5;8
4249;ART0001610;CONSUNTIVO;ODP18-06156;Controllo qualità;CQ;RIS16;0;8
4250;ART0001492;CONSUNTIVO;ODP18-06012;Controllo qualità;CQ;RIS16;0;3
4251;ART0002628;CONSUNTIVO;ODP18-06172;Tornitura;A20;RIS2;1.5;2
4252;ART0001799;CONSUNTIVO;ODP18-06050;Tornitura;A20;RIS14;2;30
4253;ART0001799;CONSUNTIVO;ODP18-06050;Tornitura;A20;RIS11;6.75;0
4254;ART0001799;CONSUNTIVO;ODP18-06050;Tornitura;A20;RIS14;1;0
4255;ART0001253;CONSUNTIVO;ODP18-06176;Tornitura;A20;RIS2;1;1
4256;ART0001799;CONSUNTIVO;ODP18-06050;Tornitura;A20;RIS11;1.67;0
4257;ART0001868;CONSUNTIVO;ODP18-06160;Controllo qualità;CQ;RIS16;0;76
4258;ART0001775;CONSUNTIVO;ODP18-06413;Tornitura;A20;RIS14;2;0
4259;ART0002107;CONSUNTIVO;ODP18-06412;Tornitura;A20;RIS2;1.25;12
4260;ART0001775;CONSUNTIVO;ODP18-06413;Tornitura;A20;RIS11;9;0
4261;ART0001110;CONSUNTIVO;ODP18-06105;Controllo qualità;CQ;RIS16;0;5
4262;ART0001775;CONSUNTIVO;ODP18-06413;Tornitura;A20;RIS14;1;0
4263;ART0001775;CONSUNTIVO;ODP18-06413;Tornitura;A20;RIS11;2;0
4264;ART0001775;CONSUNTIVO;ODP18-06413;Tornitura;A20;RIS14;0.5;0
4265;ART0001741;CONSUNTIVO;ODP18-06176;Tornitura;A20;RIS2;3;3
4266;ART0001775;CONSUNTIVO;ODP18-06413;Tornitura;A20;RIS14;2;31
4267;ART0002755;CONSUNTIVO;ODP18-06172;Tornitura;A20;RIS2;3.25;2
4268;ART0002712;CONSUNTIVO;ODP18-06201;Tornitura;A20;RIS14;2;19
4269;ART0001117;CONSUNTIVO;ODP18-06105;Tornitura;A20;RIS2;1.5;0
4270;ART0002712;CONSUNTIVO;ODP18-06201;Tornitura;A20;RIS11;3;0
4271;ART0002712;CONSUNTIVO;ODP18-06201;Tornitura;A20;RIS14;2;0
4272;ART0002107;CONSUNTIVO;ODP18-06412;Fresatura;A30;RIS11;1.5;12
4273;ART0001117;CONSUNTIVO;ODP18-06105;Tornitura;A20;RIS2;2.75;0
4274;ART0004836;CONSUNTIVO;ODP18-05950;Controllo qualità;CQ;RIS16;0;10
4275;ART0002969;CONSUNTIVO;ODP18-06051;Controllo qualità;CQ;RIS16;0;2
4276;ART0001214;CONSUNTIVO;ODP18-06118;Controllo qualità;CQ;RIS16;0;2
4277;ART0001993;CONSUNTIVO;ODP18-06177;Controllo qualità;CQ;RIS16;0;2
4278;ART0005136;CONSUNTIVO;ODP18-06666;Tornitura (chiedere a Massimo);A20;RIS2;3.75;1
4279;ART0001117;CONSUNTIVO;ODP18-06105;Fresatura;A30;RIS5;2.169;0
4280;ART0002452;CONSUNTIVO;ODP18-06051;Controllo qualità;CQ;RIS16;0;2
4281;ART0002968;CONSUNTIVO;ODP18-06051;Controllo qualità;CQ;RIS16;0;2
